0.1	15.2912073
0.2	12.6359386
0.3	10.0743866
0.4	8.05421448
0.5	6.54846334
0.6	5.43493652
0.7	4.60273647
0.8	3.96942186
0.9	3.47726011
1	3.08654046
1.1	2.76999140
1.2	2.50875235
1.3	2.28961110
1.4	2.10317373
1.5	1.94264030
1.6	1.80299354
1.7	1.68045664
1.8	1.57213950
1.9	1.47577608
2	1.38957608
2.1	1.31208813
2.2	1.24212933
2.3	1.17871845
2.4	1.12103665
2.5	1.06839013
2.6	1.02019107
2.7	0.975934625
2.8	0.935183704
2.9	0.897565007
3	0.862748861
3.1	0.830449700
3.2	0.800415754
3.3	0.772428036
3.4	0.746290326
3.5	0.721832275
3.6	0.698901594
3.7	0.677361071
3.8	0.657092869
3.9	0.637988210
4	0.619951427
4.1	0.602895975
4.2	0.586745739
4.3	0.571429491
4.4	0.556885839
4.5	0.543058276
4.6	0.529894888
4.7	0.517349720
4.8	0.505379915
4.9	0.493947804
5	0.483018339
5.1	0.472558349
5.2	0.462539822
5.3	0.452934384
5.4	0.443718642
5.5	0.434868723
5.6	0.426363826
5.7	0.418184608
5.8	0.410312474
5.9	0.402731985
6	0.395426363
6.1	0.388381511
6.2	0.381583869
6.3	0.375020921
6.4	0.368681073
6.5	0.362553060
6.6	0.356626689
6.7	0.350892693
6.8	0.345340669
6.9	0.339962810
7	0.334752530
7.1	0.329700649
7.2	0.324800223
7.3	0.320044160
7.4	0.315428048
7.5	0.310945630
7.6	0.306588024
7.7	0.302353263
7.8	0.298234433
7.9	0.294226944
8	0.290327847
8.1	0.286529928
8.2	0.282831043
8.3	0.279226720
8.4	0.275714993
8.5	0.272289515
8.6	0.268950284
8.7	0.265690625
8.8	0.262509555
8.9	0.259404689
9	0.256368726
9.1	0.253402978
9.2	0.250503361
9.3	0.247669488
9.4	0.244896293
9.5	0.242187649
9.6	0.239535198
9.7	0.236934334
9.8	0.234392375
9.9	0.231900603
10	0.229463160
10.1	0.227074936
10.2	0.224730760
10.3	0.222428545
10.4	0.220171764
10.5	0.217965469
10.6	0.215798885
10.7	0.213682115
10.8	0.211589843
10.9	0.209536210
11	0.207521930
11.1	0.205552340
11.2	0.203599527
11.3	0.201688886
11.4	0.199807778
11.5	0.197960705
11.6	0.196147904
11.7	0.194351986
11.8	0.192611709
11.9	0.190852627
12	0.189159855
12.1	0.187483206
12.2	0.185838506
12.3	0.184202418
12.4	0.182617813
12.5	0.181038693
12.6	0.179467127
12.7	0.177955627
12.8	0.176449269
12.9	0.174947515
13	0.173512965
13.1	0.172056586
13.2	0.170635387
13.3	0.169219807
13.4	0.167803705
13.5	0.166473404
13.6	0.165109962
13.7	0.163799092
13.8	0.162425280
13.9	0.161132008
14	0.159841523
14.1	0.158587888
14.2	0.157358155
14.3	0.156103447
14.4	0.154896408
14.5	0.153686270
14.6	0.152514473
14.7	0.151332259
14.8	0.150193051
14.9	0.149063736
15	0.147908598
15.1	0.146841526
15.2	0.145733640
15.3	0.144654080
15.4	0.143579617
15.5	0.142500684
15.6	0.141453058
15.7	0.140405327
15.8	0.139393553
15.9	0.138384089
16	0.137281820
